commit,chart_version,images
99e90d244b3244e059a42f72dcbecd3cda2b66bb,15.6.0,docker.io/bitnami/redis:6.2.6-debian-10-r21
844a4dc2694a6ca43a01b5ac31c925199778ce9f,15.6.1,docker.io/bitnami/redis:6.2.6-debian-10-r49
ac752431b90e935d0a4dbfef70dc44f24f3d3dd2,15.6.1,docker.io/bitnami/redis:6.2.6-debian-10-r49
eafb5bd5a2cc3aaf04fc1e8ebedd73f420d76864,15.6.2,docker.io/bitnami/redis:6.2.6-debian-10-r49
82880f0aa3eb11b33743af4cf04540799a62e956,15.6.3,docker.io/bitnami/redis:6.2.6-debian-10-r53
a43cca73cabae95609e943f6eb2cdeefc04e866b,15.6.3,docker.io/bitnami/redis:6.2.6-debian-10-r53
0404b1aa52a4514eee06143a7ce85307f16af6d3,15.6.4,docker.io/bitnami/redis:6.2.6-debian-10-r53
4165502ef3d3acefccad44350ddccb41f71e7d6a,15.6.5,docker.io/bitnami/redis:6.2.6-debian-10-r53
54678db3aa07c69f0d1b0961164a59f35385ac2a,15.6.6,docker.io/bitnami/redis:6.2.6-debian-10-r53
400b32397ebaa3e046214337c0b7ccc8163e6c89,15.6.7,docker.io/bitnami/redis:6.2.6-debian-10-r53
e4b2ab4efe1480496688685fe647a84b20850e0d,15.6.8,docker.io/bitnami/redis:6.2.6-debian-10-r53
3532d8390810896709022ae76f0ef38c0e82a591,15.6.8,docker.io/bitnami/redis:6.2.6-debian-10-r53
7040eb86d2222dbaf11e987cd960d197008a8e98,15.6.8,docker.io/bitnami/redis:6.2.6-debian-10-r53
c6797d480723462931948dad51c848ca7c284698,15.6.9,docker.io/bitnami/redis:6.2.6-debian-10-r81
d81a6141c356c251d383c598cd2c01d5c87d4a1f,15.6.10,docker.io/bitnami/redis:6.2.6-debian-10-r81
