commit,chart_version,images
ab0a7d30c0d0270fbe74f7deb52925b6762af3b6,8.6.3,docker.io/bitnami/mysql:8.0.25-debian-10-r35
9852b2ef0adf24b15ddce9bc8d7c8960547281cc,8.6.4,docker.io/bitnami/mysql:8.0.25-debian-10-r37
538b5fd251eaadb7f850b9efb7b1e1992613e635,8.7.0,docker.io/bitnami/mysql:8.0.25-debian-10-r37
98b8f398b9675d88932bd6030ee117af78ef2585,8.7.1,docker.io/bitnami/mysql:8.0.25-debian-10-r37
97543ce59612ccd6da1f68bee37693e32d9f47d6,8.7.2,docker.io/bitnami/mysql:8.0.25-debian-10-r37
e5d7627752caefd4582862dc5e177c2a5c09fae9,8.7.3,docker.io/bitnami/mysql:8.0.26-debian-10-r0
f1344b0361c5a93bf971d08f0fc64d3c8588cbf9,8.8.0,docker.io/bitnami/mysql:8.0.26-debian-10-r0
4d4fe8320775922d17c88abc6e16d146a4dabdae,8.8.1,docker.io/bitnami/mysql:8.0.26-debian-10-r0
f8662550e0e970fd3962604377b0ca7a625db45b,8.8.2,docker.io/bitnami/mysql:8.0.26-debian-10-r10
3540910f8816c53d47641065a53587eb389ff04a,8.8.3,docker.io/bitnami/mysql:8.0.26-debian-10-r10
a133bed2b4524e3b0cdec19413e089e4fbb12013,8.8.4,docker.io/bitnami/mysql:8.0.26-debian-10-r10
3673c393a01de23c326c78af84290ec31e61d14f,8.8.5,docker.io/bitnami/mysql:8.0.26-debian-10-r30
315c1afe87afe6f3fa47e171fcceb31e4c3ec96f,8.8.6,docker.io/bitnami/mysql:8.0.26-debian-10-r31
da2513bf0a33819f3b1151d387c631a9ffdb03e2,8.8.6,docker.io/bitnami/mysql:8.0.26-debian-10-r31
6e24065bcc30ab348e2846f87d78d98e46df9437,8.8.7,docker.io/bitnami/mysql:8.0.26-debian-10-r31
e5ab2e6ecdd6bce800863f154cda524ff9f6c117,8.8.7,docker.io/bitnami/mysql:8.0.26-debian-10-r31
